Correlation                                       
0                                                 
0.127313                                          
0.0237805                                         
-0.197979                                         
-0.17718                                          
-0.0611711                                        
-0.166617                                         
0.117546                                          
0.0440754                                         
0.00752091                                        
-0.0695094                                        
-0.115745                                         
-0.19943                                          
-0.213387                                         
0.134896                                          
-0.393715                                         
-0.0788234                                        
-0.200693                                         
0.182531                                          
-0.0557726                                        
-0.195104                                         
0.0121                                            
-0.2706                                           
0.19164                                           
0.345524                                          
0.153212                                          
0.0566011                                         
-0.268703                                         
-0.0076725                                        
-0.234312                                         
-0.148288                                         
-0.0649097                                        
0.2635                                            
0.161351                                          
-0.206946                                         
0.232256                                          
-0.067802                                         
-0.10256                                          
-0.000290478                                      
-0.202879                                         
-0.0246427                                        
-0.196416                                         
-0.0322571                                        
0.00411389                                        
-0.128459                                         
-0.00732847                                       
-0.00672106                                       
0.0192105                                         
0.0347647                                         
-0.0484446                                        
-0.164284                                         
-0.00671052                                       
-0.0740942                                        
-0.0971795                                        
-0.0140486                                        
-0.0414407                                        
-0.00924026                                       
0.178558                                          
0.202786                                          
0.262827                                          
0.101837                                          
0.294743                                          
0.0644569                                         
0.0207752                                         
0.182052                                          
-0.222219                                         
0.180371                                          
0.192346                                          
0.424858                                          
0.146626                                          
-0.0233803                                        
0.0965555                                         
-0.0667948                                        
0.227581                                          
-0.159016                                         
-0.217576                                         
-0.0268149                                        
0.175051                                          
0.154952                                          
-0.0111799                                        
0.00391486                                        
-0.169566                                         
0.189376                                          
-0.09456                                          
0.174834                                          
0.0222666                                         
-0.195464                                         
-0.208108                                         
0.135475                                          
-0.00682465                                       
-0.00601252                                       
-0.0182712                                        
0.205368                                          
-0.0703026                                        
0.135885                                          
0.0157592                                         
0.216996                                          
-0.00544692                                       
0.00417714                                        
0.22371                                           
-0.161775                                         
-0.125307                                         
-0.22774                                          
-0.0337872                                        
-0.192986                                         
-0.260724                                         
0.0343198                                         
-0.00884925                                       
-0.387242                                         
-0.0455139                                        
0.0727665                                         
-0.239359                                         
0.0306716                                         
-0.201562                                         
-0.216058                                         
-0.030719                                         
0.206579                                          
0.150896                                          
0.200059                                          
0.0184647                                         
0.00461272                                        
-0.128756                                         
-0.12925                                          
-0.0337398                                        
-0.0543083                                        
0.0819403                                         
-0.202094                                         
-0.0222844                                        
-0.217404                                         
0.195203                                          
-0.151836                                         
0.169507                                          
-0.208459                                         
-0.17113                                          
-0.233259                                         
-0.397206                                         
-0.207929                                         
-0.0529733                                        
-0.241524                                         
-0.0701581                                        
-0.0215938                                        
-0.0529324                                        
-0.153078                                         
-0.0154646                                        
-0.154813                                         
-0.0215801                                        
-0.0447737                                        
-0.191816                                         
-0.00331721                                       
-0.266981                                         
-0.214097                                         
-0.226231                                         
0.146409                                          
0.0225441                                         
-0.0408792                                        
0.0187948                                         
0.253628                                          
0.0334549                                         
0.219218                                          
0.238368                                          
0.210875                                          
0.150482                                          
0.0327717                                         
-0.16479                                          
0.00648159                                        
0.20336                                           
0.112503                                          
0.0892576                                         
0.00128707                                        
-0.0865414                                        
0.0324994                                         
-0.00619538                                       
0.0172824                                         
-0.196794                                         
-0.0300725                                        
-0.350189                                         
-0.0394038                                        
-0.00671115                                       
0.028941                                          
-0.0633075                                        
-0.00564747                                       
-0.181036                                         
-0.238943                                         
-0.162072                                         
0.142243                                          
0.317559                                          
0.0706521                                         
-0.122663                                         
0.198523                                          
0.193383                                          
0.0699438                                         
0.0501266                                         
0.028986                                          
0.196172                                          
0.0249562                                         
0.112738                                          
0.152479                                          
-0.243469                                         
0.24962                                           
0.110496                                          
0.0358283                                         
0.109499                                          
0.217313                                          
0.191016                                          
-0.224223                                         
0.119415                                          
-0.138528                                         
0.0670335                                         
-0.213971                                         
0.0491429                                         
0.204913                                          
0.00959698                                        
-0.118213                                         
0.116402                                          
0.227187                                          
-0.224053                                         
0.168362                                          
0.420935                                          
0.524392                                          
-0.262682                                         
0.220311                                          
0.0529968                                         
-0.221537                                         
-0.0694608                                        
-0.0904517                                        
0.124484                                          
-0.252873                                         
0.193336                                          
-0.0972959                                        
-0.201794                                         
-0.273472                                         
-0.215666                                         
-0.398046                                         
-0.21054                                          
-0.270063                                         
-0.357176                                         
0.0742044                                         
-0.0515183                                        
-0.194979                                         
-0.0357706                                        
-0.139326                                         
-0.00647617                                       
-0.171297                                         
0.131189                                          
0.0579192                                         
-0.0103274                                        
0.173528                                          
-0.0188951                                        
0.0189753                                         
0.35923                                           
0.0374403                                         
0.131066                                          
0.0128602                                         
0.167539                                          
0.0272653                                         
0.0961565                                         
0.0489721                                         
0.0734753                                         
-0.0160131                                        
-0.0652926                                        
0.0832187                                         
0.0246201                                         
0.0435874                                         
-0.0473434                                        
0.156944                                          
-0.00371629                                       
0.331335                                          
0.163655                                          
-0.252128                                         
-0.151324                                         
0.103646                                          
-0.0524119                                        
0.0124926                                         
0.153963                                          
0.00641105                                        
-0.0273549                                        
-0.0261774                                        
0.161669                                          
-0.335805                                         
-0.223098                                         
-0.210914                                         
-0.120152                                         
-0.207118                                         
-0.0366989                                        
0.181997                                          
-0.228069                                         
-0.39037                                          
-0.220385                                         
-0.038683                                         
-0.0261676                                        
-0.17467                                          
0.0504315                                         
-0.00463696                                       
0.11599                                           
0.1923                                            
0.0268731                                         
-0.10509                                          
-0.02038                                          
-0.0656538                                        
-0.184347                                         
-0.000490529                                      
-0.200878                                         
0.133003                                          
-0.201758                                         
0.205983                                          
0.23539                                           
-0.100541                                         
0.213186                                          
0.000774188                                       
0.0428083                                         
0.352211                                          
0.0145661                                         
0.221825                                          
0.0110075                                         
0.203983                                          
-0.207337                                         
-0.0285036                                        
0.183548                                          
0.165055                                          
0.209085                                          
-0.290479                                         
0.389424                                          
0.0891098                                         
0.0388153                                         
0.0250229                                         
0.330836                                          
0.0766227                                         
0.269096                                          
-0.0666616                                        
-0.0377762                                        
-0.21666                                          
0.042866                                          
-0.190406                                         
-0.17913                                          
-0.0147331                                        
-0.129584                                         
-0.273777                                         
-0.248342                                         
0.167583                                          
0.00602248                                        
-0.0512993                                        
-0.0802451                                        
-0.0746904                                        
-0.0906515                                        
0.136707                                          
0.0729061                                         
0.174974                                          
-0.0450545                                        
0.29927                                           
0.0860164                                         
0.219621                                          
-0.100399                                         
0.181691                                          
0.260829                                          
0.0469687                                         
-0.167884                                         
0.236654                                          
-0.321086                                         
0.0188384                                         
0.259177                                          
-0.0874973                                        
0.231471                                          
0.263607                                          
0.0657337                                         
0.000734723                                       
-0.00526961                                       
0.218316                                          
0.202893                                          
0.0127031                                         
-0.145747                                         
-0.319264                                         
-0.0263939                                        
0.0337869                                         
-0.342729                                         
0.13381                                           
0.0409089                                         
0.0743638                                         
-0.307727                                         
0.0345432                                         
0.239585                                          
0.0607382                                         
0.206018                                          
0.0102759                                         
0.285828                                          
0.0193104                                         
-0.189597                                         
-0.00181282                                       
0.161646                                          
0.217063                                          
0.0182705                                         
0.489589                                          
-2.49184e-05                                      
-0.205267                                         
0.121696                                          
0.0336064                                         
0.118457                                          
0.214322                                          
0.262704                                          
0.0094489                                         
0.0221712                                         
0.245052                                          
0.062444                                          
0.246036                                          
0.0499457                                         
-0.174637                                         
0.249723                                          
0.0244695                                         
-0.269736                                         
-0.301518                                         
-0.106202                                         
-0.179952                                         
