Correlation                                       
0                                                 
0.110152                                          
-0.27947                                          
-0.250173                                         
-0.0142791                                        
-0.0212937                                        
0.0884691                                         
-0.0133922                                        
0.0850635                                         
0.120322                                          
-0.0615048                                        
0.0618893                                         
-0.18502                                          
0.143934                                          
-0.183435                                         
-0.0182554                                        
-0.0815054                                        
0.164126                                          
0.0728103                                         
-0.252949                                         
-0.185003                                         
0.195647                                          
-0.246521                                         
-0.141644                                         
-0.258959                                         
-0.262491                                         
-0.0325863                                        
0.0780751                                         
0.19047                                           
0.172076                                          
-0.109688                                         
-0.232709                                         
0.00376781                                        
-0.280011                                         
-0.226873                                         
-0.156298                                         
-0.222772                                         
-0.24701                                          
0.388772                                          
-0.0430392                                        
-0.148517                                         
-0.121568                                         
-0.0360808                                        
0.0771634                                         
0.0731311                                         
0.181207                                          
0.0244173                                         
0.136362                                          
0.145191                                          
0.191882                                          
-0.0265043                                        
-0.0828257                                        
0.204872                                          
-0.246453                                         
0.028164                                          
-0.232787                                         
0.0684424                                         
-0.0133198                                        
-0.132874                                         
-0.239424                                         
0.40723                                           
-0.23366                                          
-0.013808                                         
-0.183769                                         
-0.0517109                                        
-0.229952                                         
-0.0488857                                        
0.24871                                           
-0.266087                                         
-0.277785                                         
-0.0617688                                        
0.0717446                                         
0.16937                                           
0.025755                                          
-0.207599                                         
-0.245682                                         
0.00525652                                        
-0.283879                                         
-0.257044                                         
-0.0980719                                        
-0.151946                                         
0.236104                                          
-0.194628                                         
-0.0891372                                        
0.166133                                          
-0.106128                                         
-0.004091                                         
0.00466995                                        
0.12148                                           
-0.331622                                         
-0.0165686                                        
0.230267                                          
0.0194487                                         
-0.214859                                         
-0.289268                                         
-0.00167039                                       
-0.0237911                                        
0.0048918                                         
0.0033475                                         
0.104483                                          
-0.0891379                                        
0.0102186                                         
0.229556                                          
-0.122961                                         
0.263546                                          
-0.225929                                         
-0.00968794                                       
-0.212786                                         
0.180116                                          
-0.247424                                         
0.087616                                          
-0.0257233                                        
0.0641388                                         
-0.240802                                         
-0.211623                                         
-0.0930106                                        
-0.0192842                                        
-0.08985                                          
0.0332468                                         
0.0431148                                         
0.153006                                          
-0.0412542                                        
-0.0893601                                        
0.21479                                           
0.0226867                                         
-0.354289                                         
-0.0473807                                        
-0.00150494                                       
-0.0391051                                        
-0.250181                                         
-0.252019                                         
-0.25437                                          
-0.0050066                                        
0.315387                                          
-0.0627726                                        
0.179422                                          
0.07974                                           
-0.303774                                         
-0.094431                                         
-0.251486                                         
-0.231771                                         
-0.00378904                                       
-0.225388                                         
-0.00944973                                       
-0.107738                                         
-0.301359                                         
-0.228455                                         
-0.400465                                         
-0.0274597                                        
-0.33716                                          
-0.0927012                                        
0.256103                                          
-0.185239                                         
-0.109587                                         
-0.000850278                                      
-0.0623088                                        
-0.0255584                                        
-0.273574                                         
-0.304228                                         
0.258343                                          
-0.339763                                         
-0.326068                                         
-0.204399                                         
-0.0192678                                        
0.279393                                          
0.286952                                          
-0.16943                                          
-0.00606368                                       
0.0447919                                         
-0.0539555                                        
-0.24472                                          
-0.286657                                         
-0.345354                                         
-0.321104                                         
0.0715124                                         
-0.0779439                                        
0.237447                                          
-0.194783                                         
-0.116879                                         
-0.0217225                                        
0.218886                                          
0.0209252                                         
0.192853                                          
0.101644                                          
-0.197286                                         
-0.240686                                         
-0.308671                                         
-0.0942483                                        
-0.0192996                                        
0.171826                                          
-0.16861                                          
-0.126994                                         
-0.207141                                         
-0.269407                                         
-0.256984                                         
-0.313111                                         
-0.0922938                                        
-0.172129                                         
-0.103624                                         
-0.00888944                                       
0.0490263                                         
0.0563269                                         
-0.269311                                         
-0.173436                                         
-0.0264069                                        
-0.310056                                         
0.00185091                                        
-0.179865                                         
-0.0247169                                        
